t,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998
0.10014306151645208,0.010485030181324862,0.011538778307580386,0.010369197274735403,0.01056211225512827,0.011189358653662633,0.010562153195658456,0.010369111330715448,0.011538875237670693,0.010484821920586723,0.9998848798069453,0.9998848798069453,0.9998848798069453,0.9998848798069453,0.9998848798069453,0.9998848798069453,0.9998848798069453,0.9998848798069453,0.9998848798069453
0.20028612303290416,0.02791709181912186,0.03179107451931886,0.027549132423231815,0.026823214882595182,0.030817049641231345,0.026823317377727068,0.02754883524284739,0.03179207077017295,0.027916291897405448,0.999565123304454,0.9995651233073657,0.9995651233049869,0.999565123321726,0.9995651233019289,0.999565123321727,0.9995651233049876,0.9995651233073595,0.9995651233044565
0.30042918454935624,0.04216960531515941,0.04853906719282055,0.04189200902277679,0.03699282153880855,0.047812781589440426,0.036992847414406435,0.041891581962586306,0.04854233234579895,0.0421680095773264,0.9990535847898505,0.9990535850010072,0.9990535847782773,0.9990535850900989,0.9990535848369748,0.9990535850901143,0.9990535847782638,0.9990535850008977,0.9990535847898352
0.4005722460658083,0.0574670599602734,0.061713175752448016,0.05824800173250279,0.046447195825957716,0.06334680181385896,0.046446824016221036,0.05824783972805107,0.06171905619459492,0.05746491215621813,0.9983375764637958,0.998337579396257,0.9983375762930322,0.9983375783569739,0.9983375778424166,0.9983375783571095,0.9983375762928424,0.9983375793958684,0.9983375764635178
0.5007153075822603,0.07425925406621792,0.06794401319303885,0.07692942464366401,0.05962735985614464,0.07409842729815642,0.059626244568434336,0.07693001871303284,0.06795032589160271,0.07425744407418035,0.9974172403340988,0.9974172598320967,0.9974172398334067,0.9974172457108986,0.9974172523949606,0.9974172457115229,0.9974172398321837,0.9974172598332602,0.9974172403317147
0.6008583690987125,0.09245730120431622,0.06752519472815643,0.096392278828279,0.0810856361437872,0.07827591540401374,0.08108383335666558,0.09639376511778767,0.06752711348767079,0.09245731988730971,0.9962927528952072,0.9962928336867654,0.9962927548898314,0.9962927538188144,0.9962928100684856,0.996292753820229,0.9962927548848549,0.9962928337012433,0.9962927528825936
0.7010014306151646,0.11130149267576867,0.06616557993171274,0.11349173965236012,0.11184801127354982,0.07783133539834279,0.1118464666325821,0.1134936699088013,0.06615770494502468,0.11130512190054064,0.994964326650247,0.9949645629428907,0.9949643478029966,0.9949642752630197,0.9949644991611548,0.9949642752619576,0.994964347789294,0.9949645630059278,0.9949643266023647
0.8011444921316166,0.12941518857243584,0.07355605088612716,0.1249776326509717,0.1469860967935231,0.0790358060359087,0.14698664589205362,0.12497934614721382,0.0735362083115785,0.12942395203512724,0.9934322074933092,0.9934327230408568,0.9934322981921864,0.9934319868001288,0.993432562155202,0.9934319867785484,0.9934322981651235,0.9934327232243687,0.993432207353277
0.9012875536480687,0.14504687881476866,0.09846247388093415,0.12959968021045792,0.17668558454217292,0.09064310686480462,0.17669010996772774,0.1296010094298473,0.09843517010035024,0.14506136758127916,0.9916966367578102,0.9916974626639212,0.99169690378711,0.9916961008251252,0.9916971316431569,0.9916961007346372,0.991696903745253,0.9916974630756832,0.9916966364317785
1.0014306151645207,0.15667209080412298,0.14260025820430505,0.1293421700624059,0.19082562922931734,0.12005428891506975,0.19083464837522165,0.12934367261848792,0.14257665425543892,0.15669137664309646,0.9897578313748094,0.9897586450562059,0.9897584470330866,0.9897569586637625,0.9897581376919772,0.989756958438479,0.9897584469718139,0.9897586457546593,0.9897578307659738
1.101573676680973,0.16368564090357157,0.19772458203710255,0.1290345868459858,0.18374529795508976,0.1691211551112971,0.1837564366182337,0.12903684060326953,0.19771732552948157,0.16370693615686288,0.9876161805757511,0.9876160934120762,0.9876172890568775,0.9876152523378618,0.9876152223593517,0.9876152519874927,0.9876172889567607,0.9876160941332912,0.98761617968895
