t,X_0,X_1,X_2,X_3,X_4,X_5,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.10033444816053512,-0.1802629830042565,-0.046900684162161664,-0.07274571169598944,0.07102932864867055,0.11744886383693294,-0.10317537507460157,1.0022985036503056,0.9992213261943352,1.0000641971045285,0.999265987978731,0.9997583822460745,1.0003787390135304
0.20066889632107024,-0.1178515386646552,0.0379572549666888,-0.054942474761596465,0.09261783211207651,0.10820903637417902,-0.15101763234402893,1.0064527931676224,0.9963785217519114,1.0001529050615132,0.9977170165158459,0.9989783366860567,1.0012502762687052
0.3010033444816054,-0.026663835272475993,0.13343776779937971,0.005773855116585849,0.10380647279307509,0.08364021769552471,-0.16460646219430644,1.0079604191991431,0.9914054465786496,0.998955456612005,0.995576126383793,0.997539115895796,1.0016084430708942
0.4013377926421405,0.0842597249426251,0.21893383858358492,0.09975690210773953,0.11176800889702412,0.06503910888558496,-0.13596066309567928,1.003982886972149,0.9854522090329256,0.9943741930050335,0.9920140300063499,0.9951695822902892,0.9996743230018301
0.5016722408026756,0.20294609849316156,0.27785222339666393,0.2059888958693601,0.12496232051847586,0.07275880807810893,-0.0635091171304209,0.9937287240136141,0.9797515953018829,0.9861459152522803,0.986639189655032,0.9911973410846441,0.9934535722830791
0.6020066889632107,0.3166220502661498,0.3019775471632668,0.2987193810389255,0.1502348818474613,0.1178154755395654,0.0472261267966174,0.9791210531170442,0.9751057678350442,0.9767449267798719,0.9796370957140376,0.984540290327845,0.9815569095395372
0.7023411371237458,0.41367299393097384,0.2927495830994636,0.356040487114191,0.19154381475839022,0.19673358712261257,0.18391151360500868,0.9640769545603856,0.971877813009662,0.9695012195120124,0.9710337415832765,0.9743440722306492,0.9639515281007677
0.802675585284281,0.4849201982137083,0.2610374350689304,0.3684201168600797,0.2489045225759757,0.29181718474142526,0.32894537257416145,0.9527793011329163,0.9698153913889828,0.9658185260615101,0.9602314088872436,0.9610500021999633,0.9422640111228033
0.9030100334448161,0.5243896163783489,0.22556881741342028,0.3430353947704197,0.31610235438018386,0.3770810906547426,0.46242964178738794,0.9478686517562057,0.96762712086784,0.9643750325869223,0.9467895627572861,0.94682056070882,0.9194289338862048
1.0033444816053512,0.5300527859713225,0.20808511029028742,0.3007902085501218,0.38022291539973124,0.42885623276382356,0.566233294929105,0.9494829381421648,0.9631262182449282,0.9627641642254975,0.9316872811743943,0.9344681399311562,0.898807965612934
1.1036789297658862,0.5046174686707791,0.2250599358417975,0.2675612496305611,0.42685147425574843,0.4375963472951991,0.6280785774611295,0.9555618814661035,0.9542413280626582,0.9591782838264731,0.9172333977305596,0.9254716919580263,0.8832005288491944
1.2040133779264215,0.4558298587064258,0.28013705790693644,0.2644764250293961,0.44833882379687323,0.41422824400854685,0.6442497613831919,0.9630944447186751,0.9400615703110353,0.9522945666590188,0.9052738614736875,0.9188423224648427,0.8741952383911883
1.3043478260869565,0.3956542949674536,0.36231964906922737,0.30110728716514923,0.4481503750526429,0.3854988484686179,0.6200414624700247,0.9694414434906874,0.9211693682117109,0.9404400650028937,0.8955739680863516,0.9118181852655505,0.8720053740625086
1.4046822742474916,0.3382887826430649,0.4508474343436637,0.3730410378597884,0.43845517161756387,0.37992407403764283,0.5679687197762293,0.9729013779091947,0.8994442031313112,0.9220795728796168,0.88605248613641,0.9014728880234001,0.8755856678970808
1.5050167224080269,0.2976824978154889,0.5236981853913087,0.46417035801693274,0.43403821505149853,0.41290631368891184,0.5043424325607602,0.9723260217800974,0.8776542891253168,0.8975608883902262,0.8743203080241798,0.8859751056799949,0.8827986850745178
1.605351170568562,0.2853450415928991,0.5662171138073474,0.5534159266608464,0.4466667720828834,0.4798376318660245,0.44515830302698645,0.966327345068888,0.8585648694652197,0.8699411596568623,0.858792839505254,0.8653765917363263,0.8906298852781794
1.705685618729097,0.30870147775060947,0.577330952546556,0.6238817301002519,0.48229924361980797,0.5602673170194183,0.40262052344560106,0.9528515967353995,0.8434694592564731,0.8434342533713334,0.8386493550816497,0.8419801496242967,0.8955958793028312
1.8060200668896322,0.3697395145134878,0.5706894226777113,0.6700164287674015,0.541396687142237,0.6294756380123658,0.38351289046292286,0.9295476964405588,0.8311190263269956,0.8207726695033638,0.8134647582822434,0.8196315525908475,0.8943809515337182
1.9063545150501673,0.4639191814653179,0.5683480660012468,0.6975646358129334,0.6196570288071017,0.6700927904954042,0.3896138696961044,0.8948333163063823,0.8182575691893452,0.8021773957479157,0.7836547500734644,0.8018085164534088,0.8845008861929079
2.0066889632107023,0.5800075264057227,0.5879909550184409,0.715090632294469,0.7060857043453033,0.6775777335837668,0.4191877909093572,0.8491930116561214,0.8016803964433211,0.7868063076846815,0.7517891676913984,0.7898208240704044,0.864689847781632
2.1070234113712374,0.7016634016669664,0.6304026624169891,0.7238170073260264,0.7807173906546391,0.6583581139176581,0.4684013453174245,0.7960423340832964,0.7804783800572728,0.774665322459783,0.7233286174798742,0.7824755062274331,0.8348770741152703
2.2073578595317724,0.8109062546641186,0.6766793324963285,0.7161458228143904,0.8187618863487811,0.624271659725175,0.5322849471254215,0.7414913112780782,0.7569218820566838,0.7665370948423854,0.7048954513565788,0.7769835798770179,0.7959037635909374
2.307692307692308,0.8926970465092336,0.6998017755556466,0.6857240354575985,0.8028737546779223,0.5881106353716825,0.6055114090792669,0.6927515891288732,0.7347957123116484,0.7619219722764273,0.7001062265742705,0.7698441129590757,0.7492370492992757
2.408026755852843,0.9391518033874817,0.6846533088575828,0.6396956021406351,0.7356105541842686,0.562397965168013,0.6831641633706595,0.6557513121890017,0.7155664843196367,0.7573887668500379,0.7061325841640066,0.7570982278630392,0.6968141004435232
2.508361204013378,0.9515636179391326,0.6428611113734352,0.6007879223429144,0.6421721632514831,0.5597469567440573,0.7612404005943779,0.6331848195622544,0.6955394392506256,0.7472768903194041,0.7144138519357986,0.7345327473056085,0.6409878979234336
2.608695652173913,0.9391581651650409,0.6111755949007858,0.5966509409726581,0.5610210672058283,0.591622499016047,0.8365544195314432,0.6240080345899098,0.6671738266919177,0.7260055220645047,0.714908537280237,0.6985811529039131,0.5844875826502424
2.709030100334448,0.9153632756579289,0.6328338853250152,0.6445584581429185,0.5278473424480611,0.6641770702650357,0.9060759638510563,0.6243635287752095,0.6234369134827287,0.6901087662731387,0.6999721315876146,0.6478604842426452,0.530319510606514
2.809364548494983,0.8935131335144385,0.7321506782510124,0.7406301364140732,0.5605398798539741,0.7730125160450049,0.9661824932934938,0.6290777039967187,0.5616252856161464,0.6396874066135182,0.6656681227828054,0.5846210626530761,0.4815531882184369
2.9096989966555187,0.883225325774733,0.8967892938980557,0.8580200248460192,0.651612696881265,0.900450023557319,1.0124655774562834,0.6329390921168013,0.4858450001818589,0.5797118618180026,0.6119389278468684,0.5153013243266866,0.4409615270769233
3.0100334448160537,0.8877760783629326,1.0785504787018996,0.9559056745638955,0.7722580827419357,1.018224839876411,1.0404838191230996,0.6315705154339005,0.4087038184714575,0.5197328735133044,0.543293959756926,0.44951501240467906,0.41055258533665306
3.1103678929765888,0.9032342406318199,1.2140534638705973,0.9987361150024441,0.8871983839168996,1.0960209036545658,1.0472840293826937,0.6220617788665325,0.349082630112647,0.4697425584227541,0.46887761734968475,0.39728216121734944,0.39112856231338133
3.210702341137124,0.9206301858950946,1.2551289608307954,0.9775100732311076,0.9723098782098866,1.1129077228717774,1.0329487304265619,0.6033733224082279,0.3228352591090866,0.43383096822585454,0.39987852313347744,0.3655141967005482,0.38205650974136374
3.311036789297659,0.9308916820274605,1.1919182191509736,0.9174582521191696,1.0238160136286485,1.0661666536048493,1.001322442908757,0.5762495610298166,0.33206399612618825,0.4076852040998234,0.34499927531452373,0.35569885458258815,0.38136193306944716
3.411371237458194,0.9296209143072447,1.0559345888192364,0.8631362310000047,1.0537868439540719,0.9725467350325044,0.9595297345656637,0.5425103116859146,0.36364121852022735,0.3827991746531385,0.3071797715025708,0.3638984947828221,0.38610487623496687
3.511705685618729,0.9185052835521871,0.9030949599645706,0.8510305582169001,1.0772168196025242,0.8613409609749413,0.916488509303203,0.5040741297419945,0.39843338061810596,0.35277639435846186,0.2836866965999919,0.38241609898041995,0.3928966253026021
3.6120401337792645,0.9030478377157107,0.7877424592950412,0.889940117086717,1.100823059511279,0.7636272045936813,0.8808960746049832,0.4623120362890918,0.4217904446948552,0.31642714468425076,0.26891034155565346,0.4020690938116385,0.3984202704882639
3.7123745819397995,0.8890018799603111,0.7412930495182567,0.9600184508067341,1.1199119364788672,0.7033188805614864,0.859182981133663,0.4180247840785384,0.42792313341415406,0.2773296993310886,0.2579323815297669,0.41470710097211794,0.3998674149675817
3.8127090301003346,0.8798969619057688,0.7642950426399675,1.0263751241531929,1.1231871276251817,0.6927673499002905,0.8539580888654587,0.37183902616648207,0.41910113677177363,0.24156852583353725,0.24921797621360695,0.4154320750373567,0.39523353803238814
3.9130434782608696,0.8764845419462448,0.8326793248978374,1.0568400386948371,1.1012449505538715,0.7320028170521984,0.8634508428162676,0.32459166848290344,0.4028967811806766,0.2147320843015001,0.245147938766748,0.4032691193067537,0.38343694914691934
4.013377926421405,0.8776943629262621,0.9123024061558175,1.0353365242203487,1.0533684027978822,0.8097381424104673,0.8821650247865098,0.27740513640059683,0.3881740817158578,0.1993950603998446,0.24980608549726968,0.3797870374718827,0.36426491325503774
4.11371237458194,0.8821773686045878,0.9736794215469292,0.9665420490597846,0.9889023092844292,0.9057590211243489,0.9024943486269773,0.231450870476232,0.38018648858103227,0.19427625697469947,0.2653598234901978,0.34706698810057207,0.33818847635571386
4.214046822742475,0.8894695500147631,1.0010298720244148,0.8717058748662598,0.9232446609199731,0.9953377441483288,0.9167846062719093,0.1876217718557798,0.3772490902603077,0.19526474019788143,0.289877444320949,0.30696584987696407,0.3061026966778935
4.31438127090301,0.9002023173116986,0.993778520174458,0.778931798088147,0.8715826844691212,1.055442871386328,0.9193733637027821,0.14635580529381306,0.3715676572964036,0.19760150219660833,0.318071931219989,0.26195707120785805,0.26905246865663024
4.414715719063545,0.9154646448544798,0.9621149137773501,0.712780734843353,0.8436949353031996,1.071102378697052,0.9082223797720805,0.10769350915111012,0.35383862577853875,0.19797895122328052,0.34351322586016014,0.21597534250883965,0.22801272308786746
4.51505016722408,0.9359059877413566,0.9201744330612597,0.6872110491595324,0.8414464229550804,1.0397757289401928,0.8856868632375147,0.071461899107185,0.3183684394506643,0.19530658122485386,0.3599946992047167,0.17376082560841813,0.18378962961776743
4.615384615384616,0.9610958832680222,0.8804059282356567,0.7035896733392829,0.8591352677332195,0.9721857779625811,0.8579774792861982,0.037411395561392446,0.26547428890850705,0.1898287196265819,0.3616346726306989,0.13890448237488637,0.1370667304659557
4.7157190635451505,0.9892461050142123,0.8508574777891996,0.7532097094313741,0.8861438252995538,0.8892719730262115,0.8332909002846939,0.0052161733640595145,0.20037944450364958,0.18148469582648774,0.3430626010374444,0.11213253483490991,0.08854370583481014
4.816053511705686,1.0171752286434896,0.8348886888498168,0.8223421694455202,0.9110117967369142,0.8161469498214257,0.8192510231004952,-0.025618890197221925,0.13025656952095743,0.1687381728308421,0.30066141043047445,0.09105306170245532,0.03905896532528791
